productId,name,quantity,category,subCategory
prod1533#prod102001000070,x Off White hoodie,7,Clothing,Hoodie
prod3143#prod101141010065,Skinny jeans,1,Clothing,Jeans
prod3149#prod102081002090,Tapered jeans,9,Clothing,Jeans
prod2329#prod100121010110,x Off White bomber jacket,10,Clothing,Jacket
prod1585#prod500001015070,Tailored waistcoat,301,Clothing,Waistcoat
prod2289#prod113111027120,Slim-fit chinos,5,Clothing,Chinos
prod3141#prod101121002100,Lace blouse,8,Clothing,Blouse
prod1529#prod101021002085,Slim-fit trousers,8,Clothing,Trousers
prod3212#prod115031007065,Logo-print T-shirt,4,Clothing,T-shirt
prod1523#prod100041004070,Studded clutch bag,10,Accessories,Bags
prod3215#prod120001005085,Satin blazer,0,Clothing,Blazer
prod1530#prod101031003075,Sneakers,18,Shoes,Sneakers
prod3217#prod121001010065,High-top sneakers,5,Shoes,Sneakers
prod1560#prod105031003090,Tailored coat,0,Clothing,Coat
prod1519#prod100001000100,Straight-leg tailored trousers,10,Clothing,Tailored Pants
prod3165#prod114121062090,Leather ankle boots,2,Shoes,Boots
prod1563#prod106011001105,Suede loafers,0,Shoes,Loafers
prod1565#prod106031003040,Embellished clutch bag,0,Accessories,Bags
prod2301#prod114111010040,Striped shirt dress,7,Clothing,Dress
prod1575#prod108031003120,Straight-leg trousers,1,Clothing,Trousers
prod1522#prod100031003085,Leather belt,7,Accessories,Belts
prod1531#prod101041004080,Tailored blazer,9,Clothing,Blazer
prod1526#prod100071007060,Striped shirt dress,5,Clothing,Dress
prod1536#prod102031003060,Leather ankle boots,3,Shoes,Boots
prod2297#prod114071022110,Leather sandals,4,Shoes,Sandals
prod2298#prod114081025050,Logo-print baseball cap,0,Accessories,Caps
prod1544#prod103051005065,Graphic T-shirt,3,Clothing,T-shirt
prod2306#prod102061000115,Tailored coat,0,Clothing,Coat
prod1574#prod108021002085,Logo-print hoodie,6,Clothing,Hoodie
prod1540#prod103011001080,Silk blouse,0,Clothing,Blouse
prod1528#prod101011001090,Logo-print T-shirt,10,Clothing,T-shirt
prod2281#prod100091003130,Bootcut jeans,0,Clothing,Jeans
prod3145#prod100131001110,Relaxed-fit trousers,6,Clothing,Trousers
prod1563#prod106011001110,Suede loafers,0,Shoes,Loafers
prod1546#prod103071007130,Relaxed-fit trousers,2,Clothing,Trousers
prod1519#prod100001000115,Straight-leg tailored trousers,3,Clothing,Tailored Pants
prod2299#prod114091024020,Embellished shoulder bag,3,Accessories,Bags
prod1560#prod105031003085,Tailored coat,0,Clothing,Coat
prod1530#prod101031003060,Sneakers,3,Shoes,Sneakers
prod3215#prod120001005090,Satin blazer,0,Clothing,Blazer
prod3217#prod121001010070,High-top sneakers,4,Shoes,Sneakers
prod1523#prod100041004065,Studded clutch bag,2,Accessories,Bags
prod3212#prod115031007070,Logo-print T-shirt,5,Clothing,T-shirt
prod2988#prod502021015300,Logo-print scarf,85,Accessories,Scarves
prod1529#prod101021002090,Slim-fit trousers,11,Clothing,Trousers
prod3141#prod101121002115,Lace blouse,6,Clothing,Blouse
prod2300#prod114101011030,Silk blouse,7,Clothing,Blouse
prod3214#prod117021007120,Leather belt,0,Accessories,Belts
prod2329#prod100121010105,x Off White bomber jacket,10,Clothing,Jacket
prod3149#prod102081002085,Tapered jeans,5,Clothing,Jeans
prod1566#prod106041004050,Lace blouse,2,Clothing,Blouse
prod1533#prod102001000065,x Off White hoodie,18,Clothing,Hoodie
prod1640#prod110001009120,Embellished shoulder bag,5,Accessories,Bags
prod3143#prod101141010070,Skinny jeans,0,Clothing,Jeans
prod2305#prod101101000100,High-top sneakers,6,Shoes,Sneakers
prod3150#prod102091003075,Embellished dress,4,Clothing,Dress
prod1538#prod102051009120,Logo-print belt,4,Accessories,Belts
prod3145#prod100131001105,Relaxed-fit trousers,7,Clothing,Trousers
prod1528#prod101011001085,Logo-print T-shirt,9,Clothing,T-shirt
prod1540#prod103011001095,Silk blouse,3,Clothing,Blouse
prod1544#prod103051005070,Graphic T-shirt,7,Clothing,T-shirt
prod1574#prod108021002090,Logo-print hoodie,7,Clothing,Hoodie
prod2306#prod102061000100,Tailored coat,0,Clothing,Coat
prod1536#prod102031003075,Leather ankle boots,11,Shoes,Boots
prod1526#prod100071007075,Striped shirt dress,9,Clothing,Dress
prod1543#prod103041004120,Skinny jeans,3,Clothing,Jeans
prod1531#prod101041004095,Tailored blazer,0,Clothing,Blazer
prod1522#prod100031003090,Leather belt,21,Accessories,Belts
prod3218#prod121011003070,Studded clutch bag,0,Accessories,Bags
prod3151#prod102101004065,Logo-print T-shirt,5,Clothing,T-shirt
prod1574#prod108021002120,Logo-print hoodie,4,Clothing,Hoodie
prod2300#prod114101011040,Silk blouse,5,Clothing,Blouse
prod3176#prod113131067100,Slim-fit jeans,6,Clothing,Jeans
prod2303#prod100111000100,Graphic T-shirt,0,Clothing,T-shirt
prod2281#prod100091003095,Bootcut jeans,2,Clothing,Jeans
prod2293#prod500011014100,Tailored waistcoat,33,Clothing,Waistcoat
prod1642#prod112001010080,Silk camisole,3,Clothing,Camisole
prod3150#prod102091003115,Embellished dress,4,Clothing,Dress
prod2305#prod101101000060,High-top sneakers,0,Shoes,Sneakers
prod3143#prod101141010110,Skinny jeans,0,Clothing,Jeans
prod1533#prod102001000105,x Off White hoodie,1,Clothing,Hoodie
prod1566#prod106041004130,Lace blouse,0,Clothing,Blouse
prod2329#prod100121010065,x Off White bomber jacket,5,Clothing,Jacket
prod2330#prod117001005085,Suede loafers,3,Shoes,Loafers
prod3141#prod101121002075,Lace blouse,3,Clothing,Blouse
prod3147#prod100151004095,High-top sneakers,9,Shoes,Sneakers
prod3958#prod20201000075,Embellished dress,0,Clothing,Dress
prod1580#prod113031003050,Low-top sneakers,0,Shoes,Sneakers
prod1527#prod101001000085,Tapered jeans,9,Clothing,Jeans
prod3212#prod115031007110,Logo-print T-shirt,5,Clothing,T-shirt
prod3142#prod101131004085,Floral shirt dress,9,Clothing,Dress
prod2302#prod100101003095,Relaxed-fit jeans,5,Clothing,Jeans
prod1523#prod100041004105,Studded clutch bag,4,Accessories,Bags
prod3217#prod121001010110,High-top sneakers,0,Shoes,Sneakers
prod1530#prod101031003100,Sneakers,17,Shoes,Sneakers
prod1567#prod107001000080,Floral shirt dress,3,Clothing,Dress
prod1519#prod100001000075,Straight-leg tailored trousers,13,Clothing,Tailored Pants
prod1546#prod103071007050,Relaxed-fit trousers,2,Clothing,Trousers
prod2276#prod501131002207,Suede sandals,2,Shoes,Sandals
prod3146#prod100141002095,Low-top sneakers,0,Shoes,Sneakers
prod1563#prod106011001070,Suede loafers,8,Shoes,Loafers
prod2299#prod114091024080,Embellished shoulder bag,36,Accessories,Bags
prod1526#prod100071007115,Striped shirt dress,5,Clothing,Dress
prod1564#prod106021002090,Logo-print scarf,9,Accessories,Scarves
prod2300#prod114101011090,Silk blouse,14,Clothing,Blouse
prod1536#prod102031003115,Leather ankle boots,3,Shoes,Boots
prod2306#prod102061000060,Tailored coat,1,Clothing,Coat
prod2181#prod501051005203,Striped shirt,24,Clothing,Shirt
prod1544#prod103051005110,Graphic T-shirt,0,Clothing,T-shirt
prod2182#prod501061007201,Relaxed-fit jeans,9,Clothing,Jeans
prod3144#prod100161004120,Graphic hoodie,0,Clothing,Hoodie
prod3145#prod100131001065,Relaxed-fit trousers,4,Clothing,Trousers
prod1539#prod103001000110,Embroidered clutch bag,5,Accessories,Bags
prod1594#prod115001005070,Leather loafers,6,Shoes,Loafers
prod1595#prod115011003070,Logo-print cap,9,Accessories,Caps
prod1521#prod100021002115,Suede ankle boots,1,Shoes,Boots
prod1565#prod106031003085,Embellished clutch bag,5,Accessories,Bags
prod2299#prod114091024130,Embellished shoulder bag,0,Accessories,Bags
prod3161#prod112031058070,Logo-print hoodie,7,Clothing,Hoodie
prod2280#prod501101021202,Checked shirt,43,Clothing,Shirt
prod2293#prod500011014060,Tailored waistcoat,25,Clothing,Waistcoat
prod3144#prod100161004090,Graphic hoodie,0,Clothing,Hoodie
prod2304#prod101091003085,Straight-leg trousers,14,Clothing,Trousers
prod2303#prod100111000060,Graphic T-shirt,0,Clothing,T-shirt
prod3176#prod113131067060,Slim-fit jeans,6,Clothing,Jeans
prod1564#prod106021002120,Logo-print scarf,1,Accessories,Scarves
prod2300#prod114101011120,Silk blouse,0,Clothing,Blouse
prod3151#prod102101004105,Logo-print T-shirt,3,Clothing,T-shirt
prod3218#prod121011003110,Studded clutch bag,0,Accessories,Bags
prod2292#prod116021027110,Low-top trainers,13,Shoes,Trainers
prod3169#prod114511011626,Embroidered dress,2,Clothing,Dress
prod1566#prod106041004080,Lace blouse,6,Clothing,Blouse
prod2183#prod501071018204,Graphic sweatshirt,22,Clothing,Sweatshirt
prod1572#prod108001000105,Slim-fit jeans,3,Clothing,Jeans
prod1562#prod106001000065,x Off White bomber jacket,4,Clothing,Jacket
prod3169#prod114511011630,Embroidered dress,4,Clothing,Dress
prod1520#prod100011001100,x Off White hooded jacket,19,Clothing,Jacket
prod2296#prod114061003060,x Off White tracksuit,31,Clothing,Tracksuit
prod1542#prod103031003105,Denim shirt dress,5,Clothing,Dress
prod1567#prod107001000130,Floral shirt dress,2,Clothing,Dress
prod1548#prod104001000115,High-top sneakers,0,Shoes,Sneakers
prod2330#prod117001005105,Suede loafers,7,Shoes,Loafers
prod2292#prod116021027120,Low-top trainers,0,Shoes,Trainers
prod3149#prod102081002065,Tapered jeans,5,Clothing,Jeans
prod3143#prod101141010090,Skinny jeans,5,Clothing,Jeans
prod1520#prod100011001130,x Off White hooded jacket,3,Clothing,Jacket
prod1533#prod102001000085,x Off White hoodie,1,Clothing,Hoodie
prod2296#prod114061003050,x Off White tracksuit,2,Clothing,Tracksuit
prod3150#prod102091003095,Embellished dress,11,Clothing,Dress
prod2278#prod501151004204,Embellished tote bag,10,Accessories,Bags
prod1642#prod112001010100,Silk camisole,4,Clothing,Camisole
prod3146#prod100141002115,Low-top sneakers,2,Shoes,Sneakers
prod1560#prod105031003065,Tailored coat,2,Clothing,Coat
prod1567#prod107001000100,Floral shirt dress,0,Clothing,Dress
prod3217#prod121001010090,High-top sneakers,0,Shoes,Sneakers
prod3215#prod120001005070,Satin blazer,0,Clothing,Blazer
prod1530#prod101031003080,Sneakers,10,Shoes,Sneakers
prod3142#prod101131004105,Floral shirt dress,7,Clothing,Dress
prod2302#prod100101003115,Relaxed-fit jeans,8,Clothing,Jeans
prod1523#prod100041004085,Studded clutch bag,3,Accessories,Bags
prod3212#prod115031007090,Logo-print T-shirt,12,Clothing,T-shirt
prod1527#prod101001000105,Tapered jeans,8,Clothing,Jeans
prod1529#prod101021002070,Slim-fit trousers,5,Clothing,Trousers
prod3147#prod100151004115,High-top sneakers,2,Shoes,Sneakers
prod1539#prod103001000120,Embroidered clutch bag,1,Accessories,Bags
prod1526#prod100071007095,Striped shirt dress,15,Clothing,Dress
prod1531#prod101041004075,Tailored blazer,1,Clothing,Blazer
prod1522#prod100031003070,Leather belt,13,Accessories,Belts
prod2293#prod500011014050,Tailored waistcoat,43,Clothing,Waistcoat
prod2299#prod114091024100,Embellished shoulder bag,8,Accessories,Bags
prod2303#prod100111000050,Graphic T-shirt,0,Clothing,T-shirt
prod3176#prod113131067050,Slim-fit jeans,2,Clothing,Jeans
prod1528#prod101011001065,Logo-print T-shirt,5,Clothing,T-shirt
prod1540#prod103011001075,Silk blouse,3,Clothing,Blouse
prod3218#prod121011003120,Studded clutch bag,0,Accessories,Bags
prod1574#prod108021002070,Logo-print hoodie,3,Clothing,Hoodie
prod1544#prod103051005090,Graphic T-shirt,1,Clothing,T-shirt
prod2300#prod114101011110,Silk blouse,0,Clothing,Blouse
prod1564#prod106021002110,Logo-print scarf,2,Accessories,Scarves
prod1536#prod102031003095,Leather ankle boots,7,Shoes,Boots
prod3160#prod112021057075,Slim-fit trousers,4,Clothing,Trousers
prod1575#prod108031003065,Straight-leg trousers,4,Clothing,Trousers
prod1521#prod100021002095,Suede ankle boots,0,Shoes,Boots
prod1565#prod106031003105,Embellished clutch bag,6,Accessories,Bags
prod1539#prod103001000090,Embroidered clutch bag,12,Accessories,Bags
prod1543#prod103041004070,Skinny jeans,8,Clothing,Jeans
prod3151#prod102101004085,Logo-print T-shirt,6,Clothing,T-shirt
prod3218#prod121011003090,Studded clutch bag,0,Accessories,Bags
prod2306#prod102061000050,Tailored coat,7,Clothing,Coat
prod1544#prod103051005120,Graphic T-shirt,1,Clothing,T-shirt
prod2992#prod502061050302,Embellished clutch bag,188,Accessories,Bags
prod2304#prod101091003105,Straight-leg trousers,4,Clothing,Trousers
prod2296#prod114061003020,x Off White tracksuit,6,Clothing,Tracksuit
prod2281#prod100091003075,Bootcut jeans,0,Clothing,Jeans
prod3144#prod100161004110,Graphic hoodie,0,Clothing,Hoodie
prod3143#prod101141010120,Skinny jeans,1,Clothing,Jeans
prod1520#prod100011001080,x Off White hooded jacket,15,Clothing,Jacket
prod1640#prod110001009070,Embellished shoulder bag,10,Accessories,Bags
prod2305#prod101101000050,High-top sneakers,4,Shoes,Sneakers
prod1538#prod102051009070,Logo-print belt,11,Accessories,Belts
prod1524#prod100051005065,Satin blouse,2,Clothing,Blouse
prod1572#prod108001000085,Slim-fit jeans,4,Clothing,Jeans
prod1592#prod502001015300,x Off White tracksuit,74,Clothing,Tracksuit
prod3214#prod117021007070,Leather belt,6,Accessories,Belts
prod3720#prod17821002085,Logo-print hoodie,0,Clothing,Hoodie
prod1566#prod106041004100,Lace blouse,5,Clothing,Blouse
prod2292#prod116021027090,Low-top trainers,19,Shoes,Trainers
prod3212#prod115031007120,Logo-print T-shirt,2,Clothing,T-shirt
prod1548#prod104001000095,High-top sneakers,4,Shoes,Sneakers
prod1580#prod113031003060,Low-top sneakers,3,Shoes,Sneakers
prod1546#prod103071007060,Relaxed-fit trousers,2,Clothing,Trousers
prod3217#prod121001010120,High-top sneakers,0,Shoes,Sneakers
prod1542#prod103031003085,Denim shirt dress,12,Clothing,Dress
prod1530#prod101031003130,Sneakers,0,Shoes,Sneakers
prod2280#prod501101021203,Checked shirt,23,Clothing,Shirt
prod2306#prod102061000090,Tailored coat,0,Clothing,Coat
prod1574#prod108021002100,Logo-print hoodie,5,Clothing,Hoodie
prod1564#prod106021002060,Logo-print scarf,2,Accessories,Scarves
prod2300#prod114101011060,Silk blouse,4,Clothing,Blouse
prod1528#prod101011001115,Logo-print T-shirt,1,Clothing,T-shirt
prod3218#prod121011003050,Studded clutch bag,3,Accessories,Bags
prod1540#prod103011001105,Silk blouse,4,Clothing,Blouse
prod3176#prod113131067120,Slim-fit jeans,1,Clothing,Jeans
prod2303#prod100111000120,Graphic T-shirt,2,Clothing,T-shirt
prod3145#prod100131001095,Relaxed-fit trousers,4,Clothing,Trousers
prod2299#prod114091024070,Embellished shoulder bag,45,Accessories,Bags
prod1595#prod115011003130,Logo-print cap,2,Accessories,Caps
prod2293#prod500011014120,Tailored waistcoat,35,Clothing,Waistcoat
prod1531#prod101041004105,Tailored blazer,0,Clothing,Blazer
prod1522#prod100031003100,Leather belt,22,Accessories,Belts
prod1594#prod115001005130,Leather loafers,2,Shoes,Loafers
prod1539#prod103001000050,Embroidered clutch bag,1,Accessories,Bags
prod1527#prod101001000075,Tapered jeans,8,Clothing,Jeans
prod3147#prod100151004065,High-top sneakers,10,Shoes,Sneakers
prod1529#prod101021002100,Slim-fit trousers,5,Clothing,Trousers
prod3169#prod114511011631,Embroidered dress,4,Clothing,Dress
prod3215#prod120001005100,Satin blazer,0,Clothing,Blazer
prod2302#prod100101003065,Relaxed-fit jeans,9,Clothing,Jeans
prod3142#prod101131004075,Floral shirt dress,5,Clothing,Dress
prod3169#prod114511011627,Embroidered dress,4,Clothing,Dress
prod3146#prod100141002065,Low-top sneakers,7,Shoes,Sneakers
prod1563#prod106011001080,Suede loafers,0,Shoes,Loafers
prod2277#prod501141003201,Logo-print beanie,15,Accessories,Beanies
prod1567#prod107001000070,Floral shirt dress,1,Clothing,Dress
prod1560#prod105031003115,Tailored coat,1,Clothing,Coat
prod2183#prod501071018205,Graphic sweatshirt,11,Clothing,Sweatshirt
prod1519#prod100001000085,Straight-leg tailored trousers,0,Clothing,Tailored Pants
prod1642#prod112001010070,Silk camisole,5,Clothing,Camisole
prod2296#prod114061003120,x Off White tracksuit,2,Clothing,Tracksuit
prod2305#prod101101000090,High-top sneakers,1,Shoes,Sneakers
prod3149#prod102081002115,Tapered jeans,4,Clothing,Jeans
prod2329#prod100121010095,x Off White bomber jacket,14,Clothing,Jacket
prod3141#prod101121002085,Lace blouse,15,Clothing,Blouse
prod2330#prod117001005075,Suede loafers,1,Shoes,Loafers
prod3217#prod121001010050,High-top sneakers,0,Shoes,Sneakers
prod1563#prod106011001130,Suede loafers,0,Shoes,Loafers
prod1546#prod103071007110,Relaxed-fit trousers,3,Clothing,Trousers
prod1580#prod113031003110,Low-top sneakers,0,Shoes,Sneakers
prod3212#prod115031007050,Logo-print T-shirt,3,Clothing,T-shirt
prod3214#prod117021007100,Leather belt,0,Accessories,Belts
prod1566#prod106041004070,Lace blouse,5,Clothing,Blouse
prod1562#prod106001000095,x Off White bomber jacket,6,Clothing,Jacket
prod1524#prod100051005115,Satin blouse,0,Clothing,Blouse
prod1538#prod102051009100,Logo-print belt,14,Accessories,Belts
prod1640#prod110001009100,Embellished shoulder bag,12,Accessories,Bags
prod2296#prod114061003090,x Off White tracksuit,66,Clothing,Tracksuit
prod3143#prod101141010050,Skinny jeans,0,Clothing,Jeans
prod2305#prod101101000120,High-top sneakers,3,Shoes,Sneakers
prod3176#prod113131067090,Slim-fit jeans,6,Clothing,Jeans
prod2304#prod101091003075,Straight-leg trousers,9,Clothing,Trousers
prod2303#prod100111000090,Graphic T-shirt,0,Clothing,T-shirt
prod3144#prod100161004060,Graphic hoodie,0,Clothing,Hoodie
prod2281#prod100091003105,Bootcut jeans,7,Clothing,Jeans
prod1544#prod103051005050,Graphic T-shirt,2,Clothing,T-shirt
prod2306#prod102061000120,Tailored coat,0,Clothing,Coat
prod2274#prod501111000207,x Off White sweatpants,3,Clothing,Sweatpants
prod1543#prod103041004100,Skinny jeans,0,Clothing,Jeans
prod2279#prod501091020207,Lace dress,4,Clothing,Dress
prod1594#prod115001005080,Leather loafers,7,Shoes,Loafers
prod1575#prod108031003115,Straight-leg trousers,4,Clothing,Trousers
prod3161#prod112031058080,Logo-print hoodie,14,Clothing,Hoodie
prod1565#prod106031003075,Embellished clutch bag,12,Accessories,Bags
prod1595#prod115011003080,Logo-print cap,5,Accessories,Caps
prod2293#prod500011014090,Tailored waistcoat,46,Clothing,Waistcoat
prod3160#prod112021057105,Slim-fit trousers,6,Clothing,Trousers
prod2181#prod501051005202,Striped shirt,17,Clothing,Shirt
prod3145#prod100131001115,Relaxed-fit trousers,2,Clothing,Trousers
prod3144#prod100161004050,Graphic hoodie,1,Clothing,Hoodie
prod1540#prod103011001085,Silk blouse,0,Clothing,Blouse
prod1528#prod101011001095,Logo-print T-shirt,3,Clothing,T-shirt
prod1536#prod102031003065,Leather ankle boots,7,Shoes,Boots
prod1544#prod103051005060,Graphic T-shirt,3,Clothing,T-shirt
prod1574#prod108021002080,Logo-print hoodie,0,Clothing,Hoodie
prod2306#prod102061000110,Tailored coat,0,Clothing,Coat
prod1526#prod100071007065,Striped shirt dress,4,Clothing,Dress
prod1522#prod100031003080,Leather belt,27,Accessories,Belts
prod1543#prod103041004130,Skinny jeans,2,Clothing,Jeans
prod1531#prod101041004085,Tailored blazer,8,Clothing,Blazer
prod1592#prod502001015301,x Off White tracksuit,141,Clothing,Tracksuit
prod1546#prod103071007120,Relaxed-fit trousers,1,Clothing,Trousers
prod2299#prod114091024030,Embellished shoulder bag,7,Accessories,Bags
prod1519#prod100001000105,Straight-leg tailored trousers,5,Clothing,Tailored Pants
prod1560#prod105031003095,Tailored coat,0,Clothing,Coat
prod1563#prod106011001100,Suede loafers,0,Shoes,Loafers
prod1523#prod100041004075,Studded clutch bag,0,Accessories,Bags
prod3215#prod120001005080,Satin blazer,0,Clothing,Blazer
prod1530#prod101031003070,Sneakers,10,Shoes,Sneakers
prod3217#prod121001010060,High-top sneakers,1,Shoes,Sneakers
prod3212#prod115031007060,Logo-print T-shirt,4,Clothing,T-shirt
prod1529#prod101021002080,Slim-fit trousers,9,Clothing,Trousers
prod1580#prod113031003120,Low-top sneakers,0,Shoes,Sneakers
prod2300#prod114101011020,Silk blouse,2,Clothing,Blouse
prod3141#prod101121002105,Lace blouse,7,Clothing,Blouse
prod2329#prod100121010115,x Off White bomber jacket,4,Clothing,Jacket
prod3149#prod102081002095,Tapered jeans,10,Clothing,Jeans
prod3214#prod117021007130,Leather belt,1,Accessories,Belts
prod2305#prod101101000110,High-top sneakers,3,Shoes,Sneakers
prod1533#prod102001000075,x Off White hoodie,0,Clothing,Hoodie
prod3143#prod101141010060,Skinny jeans,3,Clothing,Jeans
prod1538#prod102051009130,Logo-print belt,0,Accessories,Belts
prod3150#prod102091003065,Embellished dress,6,Clothing,Dress
prod1548#prod104001000065,High-top sneakers,2,Shoes,Sneakers
prod2278#prod501151004205,Embellished tote bag,3,Accessories,Bags
prod1529#prod101021002130,Slim-fit trousers,0,Clothing,Trousers
prod1580#prod113031003090,Low-top sneakers,0,Shoes,Sneakers
prod1546#prod103071007090,Relaxed-fit trousers,5,Clothing,Trousers
prod3215#prod120001005130,Satin blazer,1,Clothing,Blazer
prod1542#prod103031003075,Denim shirt dress,6,Clothing,Dress
prod2296#prod114061003110,x Off White tracksuit,9,Clothing,Tracksuit
prod1640#prod110001009080,Embellished shoulder bag,24,Accessories,Bags
prod1520#prod100011001070,x Off White hooded jacket,9,Clothing,Jacket
prod1524#prod100051005095,Satin blouse,0,Clothing,Blouse
prod1538#prod102051009080,Logo-print belt,18,Accessories,Belts
prod1572#prod108001000075,Slim-fit jeans,1,Clothing,Jeans
prod1562#prod106001000115,x Off White bomber jacket,0,Clothing,Jacket
prod2292#prod116021027060,Low-top trainers,0,Shoes,Trainers
prod3214#prod117021007080,Leather belt,2,Accessories,Belts
prod3218#prod121011003060,Studded clutch bag,1,Accessories,Bags
prod3151#prod102101004075,Logo-print T-shirt,5,Clothing,T-shirt
prod2300#prod114101011050,Silk blouse,8,Clothing,Blouse
prod1564#prod106021002050,Logo-print scarf,4,Accessories,Scarves
prod1574#prod108021002130,Logo-print hoodie,2,Clothing,Hoodie
prod2281#prod100091003085,Bootcut jeans,9,Clothing,Jeans
prod3176#prod113131067110,Slim-fit jeans,5,Clothing,Jeans
prod2303#prod100111000110,Graphic T-shirt,0,Clothing,T-shirt
prod3160#prod112021057085,Slim-fit trousers,7,Clothing,Trousers
prod2293#prod500011014110,Tailored waistcoat,6,Clothing,Waistcoat
prod2299#prod114091024040,Embellished shoulder bag,3,Accessories,Bags
prod1521#prod100021002065,Suede ankle boots,6,Shoes,Boots
prod1595#prod115011003100,Logo-print cap,7,Accessories,Caps
prod1575#prod108031003095,Straight-leg trousers,4,Clothing,Trousers
prod3161#prod112031058100,Logo-print hoodie,9,Clothing,Hoodie
prod1594#prod115001005100,Leather loafers,0,Shoes,Loafers
prod1539#prod103001000060,Embroidered clutch bag,4,Accessories,Bags
prod1522#prod100031003130,Leather belt,4,Accessories,Belts
prod1543#prod103041004080,Skinny jeans,0,Clothing,Jeans
prod3214#prod117021007095,Leather belt,1,Accessories,Belts
prod3149#prod102081002130,Tapered jeans,3,Clothing,Jeans
prod1562#prod106001000100,x Off White bomber jacket,3,Clothing,Jacket
prod2289#prod113111027080,Slim-fit chinos,25,Clothing,Chinos
prod2298#prod114081025030,Logo-print baseball cap,5,Accessories,Caps
prod1572#prod108001000060,Slim-fit jeans,0,Clothing,Jeans
prod2330#prod117001005050,Suede loafers,1,Shoes,Loafers
prod1524#prod100051005080,Satin blouse,8,Clothing,Blouse
prod1538#prod102051009095,Logo-print belt,14,Accessories,Belts
prod1640#prod110001009095,Embellished shoulder bag,14,Accessories,Bags
prod1520#prod100011001065,x Off White hooded jacket,5,Clothing,Jacket
prod1542#prod103031003060,Denim shirt dress,1,Clothing,Dress
prod3142#prod101131004050,Floral shirt dress,3,Clothing,Dress
prod3165#prod114121062130,Leather ankle boots,0,Shoes,Boots
prod1546#prod103071007085,Relaxed-fit trousers,9,Clothing,Trousers
prod2301#prod114111010020,Striped shirt dress,2,Clothing,Dress
prod1560#prod105031003130,Tailored coat,0,Clothing,Coat
prod1527#prod101001000050,Tapered jeans,1,Clothing,Jeans
prod1548#prod104001000070,High-top sneakers,8,Shoes,Sneakers
prod1543#prod103041004095,Skinny jeans,4,Clothing,Jeans
prod1531#prod101041004120,Tailored blazer,0,Clothing,Blazer
prod1539#prod103001000075,Embroidered clutch bag,3,Accessories,Bags
prod1594#prod115001005115,Leather loafers,5,Shoes,Loafers
