productId,name,quantity,category,subCategory
prod1575#prod108031003080,Straight-leg trousers,11,Clothing,Trousers
prod3161#prod112031058115,Logo-print hoodie,4,Clothing,Hoodie
prod1521#prod100021002070,Suede ankle boots,13,Shoes,Boots
prod1595#prod115011003115,Logo-print cap,1,Accessories,Caps
prod3160#prod112021057090,Slim-fit trousers,7,Clothing,Trousers
prod2284#prod113061003060,Logo-print shorts,3,Clothing,Shorts
prod2303#prod100111000105,Graphic T-shirt,0,Clothing,T-shirt
prod2281#prod100091003090,Bootcut jeans,0,Clothing,Jeans
prod1528#prod101011001130,Logo-print T-shirt,0,Clothing,T-shirt
prod3218#prod121011003075,Studded clutch bag,0,Accessories,Bags
prod1540#prod103011001120,Silk blouse,2,Clothing,Blouse
prod3151#prod102101004060,Logo-print T-shirt,4,Clothing,T-shirt
prod2992#prod502061050300,Embellished clutch bag,177,Accessories,Bags
prod1575#prod108031003130,Straight-leg trousers,3,Clothing,Trousers
prod1565#prod106031003050,Embellished clutch bag,1,Accessories,Bags
prod2301#prod114111010050,Striped shirt dress,4,Clothing,Dress
prod3160#prod112021057120,Slim-fit trousers,2,Clothing,Trousers
prod1531#prod101041004090,Tailored blazer,10,Clothing,Blazer
prod1522#prod100031003095,Leather belt,4,Accessories,Belts
prod1526#prod100071007070,Striped shirt dress,12,Clothing,Dress
prod1544#prod103051005075,Graphic T-shirt,4,Clothing,T-shirt
prod2306#prod102061000105,Tailored coat,0,Clothing,Coat
prod1574#prod108021002095,Logo-print hoodie,7,Clothing,Hoodie
prod1536#prod102031003070,Leather ankle boots,10,Shoes,Boots
prod2297#prod114071022100,Leather sandals,11,Shoes,Sandals
prod2298#prod114081025040,Logo-print baseball cap,2,Accessories,Caps
prod1528#prod101011001080,Logo-print T-shirt,7,Clothing,T-shirt
prod1540#prod103011001090,Silk blouse,1,Clothing,Blouse
prod2304#prod101091003050,Straight-leg trousers,0,Clothing,Trousers
prod2281#prod100091003120,Bootcut jeans,0,Clothing,Jeans
prod3145#prod100131001100,Relaxed-fit trousers,7,Clothing,Trousers
prod3150#prod102091003070,Embellished dress,10,Clothing,Dress
prod1524#prod100051005130,Satin blouse,0,Clothing,Blouse
prod1533#prod102001000060,x Off White hoodie,11,Clothing,Hoodie
prod3143#prod101141010075,Skinny jeans,6,Clothing,Jeans
prod2305#prod101101000105,High-top sneakers,6,Shoes,Sneakers
prod1585#prod500001015060,Tailored waistcoat,212,Clothing,Waistcoat
prod3149#prod102081002080,Tapered jeans,7,Clothing,Jeans
prod2329#prod100121010100,x Off White bomber jacket,12,Clothing,Jacket
prod3141#prod101121002110,Lace blouse,7,Clothing,Blouse
prod1529#prod101021002095,Slim-fit trousers,9,Clothing,Trousers
prod1592#prod502001015302,x Off White tracksuit,71,Clothing,Tracksuit
prod3212#prod115031007075,Logo-print T-shirt,5,Clothing,T-shirt
prod1530#prod101031003065,Sneakers,1,Shoes,Sneakers
prod3215#prod120001005095,Satin blazer,0,Clothing,Blazer
prod3217#prod121001010075,High-top sneakers,5,Shoes,Sneakers
prod1523#prod100041004060,Studded clutch bag,2,Accessories,Bags
prod3165#prod114121062080,Leather ankle boots,0,Shoes,Boots
prod1563#prod106011001115,Suede loafers,0,Shoes,Loafers
prod1560#prod105031003080,Tailored coat,0,Clothing,Coat
prod1519#prod100001000110,Straight-leg tailored trousers,4,Clothing,Tailored Pants
prod1640#prod110001009115,Embellished shoulder bag,6,Accessories,Bags
prod1533#prod102001000050,x Off White hoodie,8,Clothing,Hoodie
prod1524#prod100051005100,Satin blouse,0,Clothing,Blouse
prod1538#prod102051009115,Logo-print belt,4,Accessories,Belts
prod2276#prod501131002205,Suede sandals,7,Shoes,Sandals
prod1562#prod106001000080,x Off White bomber jacket,7,Clothing,Jacket
prod3141#prod101121002120,Lace blouse,2,Clothing,Blouse
prod2289#prod113111027100,Slim-fit chinos,16,Clothing,Chinos
prod1566#prod106041004065,Lace blouse,2,Clothing,Blouse
prod2329#prod100121010130,x Off White bomber jacket,1,Clothing,Jacket
prod1585#prod500001015050,Tailored waistcoat,33,Clothing,Waistcoat
prod3214#prod117021007115,Leather belt,1,Accessories,Belts
prod1546#prod103071007105,Relaxed-fit trousers,3,Clothing,Trousers
prod1519#prod100001000120,Straight-leg tailored trousers,2,Clothing,Tailored Pants
prod1523#prod100041004050,Studded clutch bag,1,Accessories,Bags
prod3160#prod112021057110,Slim-fit trousers,4,Clothing,Trousers
prod2301#prod114111010060,Striped shirt dress,24,Clothing,Dress
prod1565#prod106031003060,Embellished clutch bag,4,Accessories,Bags
prod1595#prod115011003095,Logo-print cap,8,Accessories,Caps
prod2279#prod501091020204,Lace dress,19,Clothing,Dress
prod1575#prod108031003100,Straight-leg trousers,7,Clothing,Trousers
prod3161#prod112031058095,Logo-print hoodie,9,Clothing,Hoodie
prod1594#prod115001005095,Leather loafers,9,Shoes,Loafers
prod2181#prod501051005201,Striped shirt,10,Clothing,Shirt
prod2182#prod501061007203,Relaxed-fit jeans,20,Clothing,Jeans
prod1543#prod103041004115,Skinny jeans,4,Clothing,Jeans
prod2298#prod114081025070,Logo-print baseball cap,8,Accessories,Caps
prod2297#prod114071022130,Leather sandals,0,Shoes,Sandals
prod3145#prod100131001130,Relaxed-fit trousers,0,Clothing,Trousers
prod3144#prod100161004075,Graphic hoodie,0,Clothing,Hoodie
prod2281#prod100091003110,Bootcut jeans,5,Clothing,Jeans
prod2304#prod101091003060,Straight-leg trousers,3,Clothing,Trousers
prod2303#prod100111000085,Graphic T-shirt,0,Clothing,T-shirt
prod2274#prod501111000204,x Off White sweatpants,17,Clothing,Sweatpants
prod1522#prod100031003115,Leather belt,9,Accessories,Belts
prod1531#prod101041004110,Tailored blazer,5,Clothing,Blazer
prod3145#prod100131001080,Relaxed-fit trousers,8,Clothing,Trousers
prod2284#prod113061003050,Logo-print shorts,4,Clothing,Shorts
prod1540#prod103011001110,Silk blouse,5,Clothing,Blouse
prod3151#prod102101004050,Logo-print T-shirt,3,Clothing,T-shirt
prod1528#prod101011001100,Logo-print T-shirt,3,Clothing,T-shirt
prod1564#prod106021002075,Logo-print scarf,10,Accessories,Scarves
prod2297#prod114071022080,Leather sandals,34,Shoes,Sandals
prod1574#prod108021002115,Logo-print hoodie,3,Clothing,Hoodie
prod2306#prod102061000085,Tailored coat,3,Clothing,Coat
prod1572#prod108001000050,Slim-fit jeans,1,Clothing,Jeans
prod2330#prod117001005060,Suede loafers,4,Shoes,Loafers
prod1562#prod106001000130,x Off White bomber jacket,3,Clothing,Jacket
prod3141#prod101121002090,Lace blouse,14,Clothing,Blouse
prod2329#prod100121010080,x Off White bomber jacket,32,Clothing,Jacket
prod3149#prod102081002100,Tapered jeans,5,Clothing,Jeans
prod2305#prod101101000085,High-top sneakers,4,Shoes,Sneakers
prod1642#prod112001010065,Silk camisole,4,Clothing,Camisole
prod1519#prod100001000090,Straight-leg tailored trousers,4,Clothing,Tailored Pants
prod1567#prod107001000065,Floral shirt dress,2,Clothing,Dress
prod1560#prod105031003100,Tailored coat,0,Clothing,Coat
prod3169#prod114511011632,Embroidered dress,5,Clothing,Dress
prod3165#prod114121062100,Leather ankle boots,0,Shoes,Boots
prod1563#prod106011001095,Suede loafers,0,Shoes,Loafers
prod3146#prod100141002070,Low-top sneakers,3,Shoes,Sneakers
prod2302#prod100101003070,Relaxed-fit jeans,10,Clothing,Jeans
prod3142#prod101131004060,Floral shirt dress,5,Clothing,Dress
prod3215#prod120001005115,Satin blazer,2,Clothing,Blazer
prod1542#prod103031003050,Denim shirt dress,3,Clothing,Dress
prod3169#prod114511011624,Embroidered dress,0,Clothing,Dress
prod2277#prod501141003202,Logo-print beanie,33,Accessories,Beanies
prod1529#prod101021002115,Slim-fit trousers,1,Clothing,Trousers
prod3147#prod100151004070,High-top sneakers,11,Shoes,Sneakers
prod1527#prod101001000060,Tapered jeans,3,Clothing,Jeans
prod2281#prod100091003060,Bootcut jeans,3,Clothing,Jeans
prod3144#prod100161004105,Graphic hoodie,0,Clothing,Hoodie
prod2304#prod101091003110,Straight-leg trousers,4,Clothing,Trousers
prod2284#prod113061003090,Logo-print shorts,23,Clothing,Shorts
prod2297#prod114071022040,Leather sandals,5,Shoes,Sandals
prod2298#prod114081025100,Logo-print baseball cap,0,Accessories,Caps
prod1536#prod102031003130,Leather ankle boots,2,Shoes,Boots
prod2992#prod502061050301,Embellished clutch bag,381,Accessories,Bags
prod3151#prod102101004090,Logo-print T-shirt,8,Clothing,T-shirt
prod3218#prod121011003085,Studded clutch bag,5,Accessories,Bags
prod1543#prod103041004065,Skinny jeans,4,Clothing,Jeans
prod1539#prod103001000085,Embroidered clutch bag,13,Accessories,Bags
prod1526#prod100071007130,Striped shirt dress,2,Clothing,Dress
prod1565#prod106031003110,Embellished clutch bag,0,Accessories,Bags
prod2301#prod114111010110,Striped shirt dress,4,Clothing,Dress
prod1521#prod100021002080,Suede ankle boots,17,Shoes,Boots
prod1575#prod108031003070,Straight-leg trousers,8,Clothing,Trousers
prod3160#prod112021057060,Slim-fit trousers,3,Clothing,Trousers
prod1523#prod100041004120,Studded clutch bag,1,Accessories,Bags
prod1542#prod103031003090,Denim shirt dress,8,Clothing,Dress
prod1519#prod100001000050,Straight-leg tailored trousers,7,Clothing,Tailored Pants
prod1546#prod103071007075,Relaxed-fit trousers,7,Clothing,Trousers
prod3160#prod112021057095,Slim-fit trousers,7,Clothing,Trousers
prod1575#prod108031003085,Straight-leg trousers,7,Clothing,Trousers
prod3161#prod112031058110,Logo-print hoodie,7,Clothing,Hoodie
prod2299#prod114091024050,Embellished shoulder bag,1,Accessories,Bags
prod1521#prod100021002075,Suede ankle boots,9,Shoes,Boots
prod1595#prod115011003110,Logo-print cap,3,Accessories,Caps
prod1594#prod115001005110,Leather loafers,5,Shoes,Loafers
prod1539#prod103001000070,Embroidered clutch bag,4,Accessories,Bags
prod1543#prod103041004090,Skinny jeans,1,Clothing,Jeans
prod3231#prod502111053300,Straight-leg tailored trousers,113,Clothing,Tailored Pants
prod1522#prod100031003120,Leather belt,6,Accessories,Belts
prod1548#prod104001000075,High-top sneakers,0,Shoes,Sneakers
prod1580#prod113031003080,Low-top sneakers,7,Shoes,Sneakers
prod1529#prod101021002120,Slim-fit trousers,2,Clothing,Trousers
prod1546#prod103071007080,Relaxed-fit trousers,8,Clothing,Trousers
prod1567#prod107001000050,Floral shirt dress,2,Clothing,Dress
prod2278#prod501151004203,Embellished tote bag,21,Accessories,Bags
prod3215#prod120001005120,Satin blazer,0,Clothing,Blazer
prod1542#prod103031003065,Denim shirt dress,2,Clothing,Dress
prod2296#prod114061003100,x Off White tracksuit,17,Clothing,Tracksuit
prod1640#prod110001009090,Embellished shoulder bag,24,Accessories,Bags
prod1520#prod100011001060,x Off White hooded jacket,5,Clothing,Jacket
prod1642#prod112001010050,Silk camisole,2,Clothing,Camisole
prod1524#prod100051005085,Satin blouse,16,Clothing,Blouse
prod1538#prod102051009090,Logo-print belt,20,Accessories,Belts
prod1562#prod106001000105,x Off White bomber jacket,3,Clothing,Jacket
prod1572#prod108001000065,Slim-fit jeans,1,Clothing,Jeans
prod3214#prod117021007090,Leather belt,1,Accessories,Belts
prod2292#prod116021027070,Low-top trainers,16,Shoes,Trainers
prod3147#prod100151004075,High-top sneakers,5,Shoes,Sneakers
prod1529#prod101021002110,Slim-fit trousers,0,Clothing,Trousers
prod1527#prod101001000065,Tapered jeans,6,Clothing,Jeans
prod2277#prod501141003207,Logo-print beanie,4,Accessories,Beanies
prod2273#prod503181030500,Tailored vest,7,Clothing,Vest
prod2183#prod501071018203,Graphic sweatshirt,34,Clothing,Sweatshirt
prod2302#prod100101003075,Relaxed-fit jeans,0,Clothing,Jeans
prod3142#prod101131004065,Floral shirt dress,6,Clothing,Dress
prod3215#prod120001005110,Satin blazer,2,Clothing,Blazer
prod1560#prod105031003105,Tailored coat,0,Clothing,Coat
prod1567#prod107001000060,Floral shirt dress,3,Clothing,Dress
prod1519#prod100001000095,Straight-leg tailored trousers,0,Clothing,Tailored Pants
prod3146#prod100141002075,Low-top sneakers,0,Shoes,Sneakers
prod1563#prod106011001090,Suede loafers,0,Shoes,Loafers
prod1642#prod112001010060,Silk camisole,4,Clothing,Camisole
prod2305#prod101101000080,High-top sneakers,2,Shoes,Sneakers
prod2296#prod114061003130,x Off White tracksuit,0,Clothing,Tracksuit
prod1520#prod100011001050,x Off White hooded jacket,2,Clothing,Jacket
prod3149#prod102081002105,Tapered jeans,1,Clothing,Jeans
prod2329#prod100121010085,x Off White bomber jacket,18,Clothing,Jacket
prod2330#prod117001005065,Suede loafers,4,Shoes,Loafers
prod3141#prod101121002095,Lace blouse,8,Clothing,Blouse
prod1564#prod106021002070,Logo-print scarf,4,Accessories,Scarves
prod2300#prod114101011070,Silk blouse,44,Clothing,Blouse
prod2306#prod102061000080,Tailored coat,0,Clothing,Coat
prod1574#prod108021002110,Logo-print hoodie,4,Clothing,Hoodie
prod1540#prod103011001115,Silk blouse,5,Clothing,Blouse
prod1528#prod101011001105,Logo-print T-shirt,8,Clothing,T-shirt
prod2280#prod501101021205,Checked shirt,6,Clothing,Shirt
prod2303#prod100111000130,Graphic T-shirt,4,Clothing,T-shirt
prod3145#prod100131001085,Relaxed-fit trousers,4,Clothing,Trousers
prod2299#prod114091024060,Embellished shoulder bag,2,Accessories,Bags
prod1595#prod115011003120,Logo-print cap,2,Accessories,Caps
prod3161#prod112031058120,Logo-print hoodie,2,Clothing,Hoodie
prod2293#prod500011014130,Tailored waistcoat,56,Clothing,Waistcoat
prod1522#prod100031003110,Leather belt,16,Accessories,Belts
prod1531#prod101041004115,Tailored blazer,1,Clothing,Blazer
prod1594#prod115001005120,Leather loafers,2,Shoes,Loafers
prod3144#prod100161004070,Graphic hoodie,0,Clothing,Hoodie
prod2281#prod100091003115,Bootcut jeans,1,Clothing,Jeans
prod3176#prod113131067080,Slim-fit jeans,26,Clothing,Jeans
prod2274#prod501111000201,x Off White sweatpants,12,Clothing,Sweatpants
prod2304#prod101091003065,Straight-leg trousers,6,Clothing,Trousers
prod2303#prod100111000080,Graphic T-shirt,0,Clothing,T-shirt
prod2306#prod102061000130,Tailored coat,3,Clothing,Coat
prod1543#prod103041004110,Skinny jeans,1,Clothing,Jeans
prod2268#prod503141035500,High-top trainers,5,Shoes,Trainers
prod2181#prod501051005204,Striped shirt,21,Clothing,Shirt
prod1594#prod115001005090,Leather loafers,13,Shoes,Loafers
prod1565#prod106031003065,Embellished clutch bag,6,Accessories,Bags
prod1595#prod115011003090,Logo-print cap,8,Accessories,Caps
prod1575#prod108031003105,Straight-leg trousers,4,Clothing,Trousers
prod2279#prod501091020201,Lace dress,8,Clothing,Dress
prod3161#prod112031058090,Logo-print hoodie,15,Clothing,Hoodie
prod3160#prod112021057115,Slim-fit trousers,2,Clothing,Trousers
prod2293#prod500011014080,Tailored waistcoat,35,Clothing,Waistcoat
prod1530#prod101031003050,Sneakers,3,Shoes,Sneakers
prod1546#prod103071007100,Relaxed-fit trousers,6,Clothing,Trousers
prod1563#prod106011001120,Suede loafers,0,Shoes,Loafers
prod1580#prod113031003100,Low-top sneakers,8,Shoes,Sneakers
prod1566#prod106041004060,Lace blouse,1,Clothing,Blouse
prod3214#prod117021007110,Leather belt,0,Accessories,Belts
prod1562#prod106001000085,x Off White bomber jacket,3,Clothing,Jacket
prod1524#prod100051005105,Satin blouse,0,Clothing,Blouse
prod1538#prod102051009110,Logo-print belt,8,Accessories,Belts
prod2305#prod101101000130,High-top sneakers,0,Shoes,Sneakers
prod1640#prod110001009110,Embellished shoulder bag,8,Accessories,Bags
prod2296#prod114061003080,x Off White tracksuit,70,Clothing,Tracksuit
prod1539#prod103001000130,Embroidered clutch bag,1,Accessories,Bags
prod1594#prod115001005050,Leather loafers,3,Shoes,Loafers
prod1526#prod100071007085,Striped shirt dress,18,Clothing,Dress
prod1522#prod100031003060,Leather belt,1,Accessories,Belts
prod1531#prod101041004065,Tailored blazer,2,Clothing,Blazer
prod1595#prod115011003050,Logo-print cap,3,Accessories,Caps
prod2299#prod114091024110,Embellished shoulder bag,2,Accessories,Bags
prod3161#prod112031058050,Logo-print hoodie,3,Clothing,Hoodie
prod3231#prod502111053301,Straight-leg tailored trousers,83,Clothing,Tailored Pants
prod1540#prod103011001065,Silk blouse,2,Clothing,Blouse
prod3218#prod121011003130,Studded clutch bag,0,Accessories,Bags
prod1528#prod101011001075,Logo-print T-shirt,4,Clothing,T-shirt
prod2300#prod114101011100,Silk blouse,0,Clothing,Blouse
prod1564#prod106021002100,Logo-print scarf,2,Accessories,Scarves
prod1536#prod102031003085,Leather ankle boots,8,Shoes,Boots
prod1574#prod108021002060,Logo-print hoodie,2,Clothing,Hoodie
prod1544#prod103051005080,Graphic T-shirt,2,Clothing,T-shirt
prod2330#prod117001005115,Suede loafers,3,Shoes,Loafers
prod3149#prod102081002075,Tapered jeans,8,Clothing,Jeans
prod2278#prod501151004202,Embellished tote bag,25,Accessories,Bags
prod3143#prod101141010080,Skinny jeans,2,Clothing,Jeans
prod1520#prod100011001120,x Off White hooded jacket,4,Clothing,Jacket
prod1533#prod102001000095,x Off White hoodie,0,Clothing,Hoodie
prod2296#prod114061003040,x Off White tracksuit,8,Clothing,Tracksuit
prod1642#prod112001010110,Silk camisole,4,Clothing,Camisole
prod3150#prod102091003085,Embellished dress,5,Clothing,Dress
prod1567#prod107001000110,Floral shirt dress,2,Clothing,Dress
prod1560#prod105031003075,Tailored coat,0,Clothing,Coat
prod3146#prod100141002105,Low-top sneakers,9,Shoes,Sneakers
prod3142#prod101131004115,Floral shirt dress,4,Clothing,Dress
prod2302#prod100101003105,Relaxed-fit jeans,0,Clothing,Jeans
prod1523#prod100041004095,Studded clutch bag,0,Accessories,Bags
prod3217#prod121001010080,High-top sneakers,7,Shoes,Sneakers
prod1530#prod101031003090,Sneakers,11,Shoes,Sneakers
prod3215#prod120001005060,Satin blazer,0,Clothing,Blazer
prod3212#prod115031007080,Logo-print T-shirt,11,Clothing,T-shirt
prod1529#prod101021002060,Slim-fit trousers,4,Clothing,Trousers
prod3147#prod100151004105,High-top sneakers,0,Shoes,Sneakers
prod1527#prod101001000115,Tapered jeans,2,Clothing,Jeans
prod2988#prod502021015301,Logo-print scarf,305,Accessories,Scarves
prod3143#prod101141010130,Skinny jeans,1,Clothing,Jeans
prod1520#prod100011001090,x Off White hooded jacket,30,Clothing,Jacket
prod1640#prod110001009060,Embellished shoulder bag,5,Accessories,Bags
prod1538#prod102051009060,Logo-print belt,3,Accessories,Belts
prod1524#prod100051005075,Satin blouse,0,Clothing,Blouse
prod1572#prod108001000095,Slim-fit jeans,9,Clothing,Jeans
prod1566#prod106041004110,Lace blouse,1,Clothing,Blouse
prod2292#prod116021027080,Low-top trainers,33,Shoes,Trainers
prod3214#prod117021007060,Leather belt,3,Accessories,Belts
prod1548#prod104001000085,High-top sneakers,2,Shoes,Sneakers
prod3212#prod115031007130,Logo-print T-shirt,1,Clothing,T-shirt
prod1580#prod113031003070,Low-top sneakers,11,Shoes,Sneakers
prod1546#prod103071007070,Relaxed-fit trousers,6,Clothing,Trousers
prod1563#prod106011001050,Suede loafers,0,Shoes,Loafers
prod3217#prod121001010130,High-top sneakers,0,Shoes,Sneakers
prod1542#prod103031003095,Denim shirt dress,8,Clothing,Dress
prod1530#prod101031003120,Sneakers,3,Shoes,Sneakers
prod3160#prod112021057065,Slim-fit trousers,4,Clothing,Trousers
prod1521#prod100021002085,Suede ankle boots,0,Shoes,Boots
prod1565#prod106031003115,Embellished clutch bag,3,Accessories,Bags
prod1575#prod108031003075,Straight-leg trousers,8,Clothing,Trousers
prod1539#prod103001000080,Embroidered clutch bag,12,Accessories,Bags
prod1543#prod103041004060,Skinny jeans,2,Clothing,Jeans
prod3151#prod102101004095,Logo-print T-shirt,6,Clothing,T-shirt
prod3218#prod121011003080,Studded clutch bag,1,Accessories,Bags
prod1544#prod103051005130,Graphic T-shirt,1,Clothing,T-shirt
prod2281#prod100091003065,Bootcut jeans,1,Clothing,Jeans
prod3144#prod100161004100,Graphic hoodie,1,Clothing,Hoodie
prod2304#prod101091003115,Straight-leg trousers,1,Clothing,Trousers
prod2296#prod114061003030,x Off White tracksuit,11,Clothing,Tracksuit
prod2299#prod114091024090,Embellished shoulder bag,35,Accessories,Bags
prod1543#prod103041004050,Skinny jeans,4,Clothing,Jeans
prod1526#prod100071007105,Striped shirt dress,7,Clothing,Dress
prod2306#prod102061000070,Tailored coat,15,Clothing,Coat
prod1544#prod103051005100,Graphic T-shirt,6,Clothing,T-shirt
prod1564#prod106021002080,Logo-print scarf,10,Accessories,Scarves
prod2300#prod114101011080,Silk blouse,20,Clothing,Blouse
prod1536#prod102031003105,Leather ankle boots,4,Shoes,Boots
prod3144#prod100161004130,Graphic hoodie,0,Clothing,Hoodie
prod2181#prod501051005205,Striped shirt,9,Clothing,Shirt
prod3145#prod100131001075,Relaxed-fit trousers,3,Clothing,Trousers
prod2182#prod501061007207,Relaxed-fit jeans,3,Clothing,Jeans
prod3150#prod102091003105,Embellished dress,7,Clothing,Dress
prod1538#prod102051009050,Logo-print belt,2,Accessories,Belts
prod1642#prod112001010090,Silk camisole,5,Clothing,Camisole
prod3143#prod101141010100,Skinny jeans,0,Clothing,Jeans
prod1533#prod102001000115,x Off White hoodie,4,Clothing,Hoodie
prod1640#prod110001009050,Embellished shoulder bag,2,Accessories,Bags
prod2305#prod101101000070,High-top sneakers,6,Shoes,Sneakers
prod3214#prod117021007050,Leather belt,1,Accessories,Belts
prod1566#prod106041004120,Lace blouse,2,Clothing,Blouse
prod2329#prod100121010075,x Off White bomber jacket,7,Clothing,Jacket
prod3141#prod101121002065,Lace blouse,3,Clothing,Blouse
prod2330#prod117001005095,Suede loafers,1,Shoes,Loafers
prod1527#prod101001000095,Tapered jeans,12,Clothing,Jeans
prod3147#prod100151004085,High-top sneakers,5,Shoes,Sneakers
prod3212#prod115031007100,Logo-print T-shirt,2,Clothing,T-shirt
prod2276#prod501131002201,Suede sandals,19,Shoes,Sandals
prod3217#prod121001010100,High-top sneakers,0,Shoes,Sneakers
prod1530#prod101031003110,Sneakers,6,Shoes,Sneakers
prod3142#prod101131004095,Floral shirt dress,13,Clothing,Dress
prod2302#prod100101003085,Relaxed-fit jeans,8,Clothing,Jeans
prod1523#prod100041004115,Studded clutch bag,2,Accessories,Bags
prod3146#prod100141002085,Low-top sneakers,0,Shoes,Sneakers
prod1563#prod106011001060,Suede loafers,4,Shoes,Loafers
prod1567#prod107001000090,Floral shirt dress,1,Clothing,Dress
prod1519#prod100001000065,Straight-leg tailored trousers,0,Clothing,Tailored Pants
prod2292#prod116021027100,Low-top trainers,32,Shoes,Trainers
prod1566#prod106041004090,Lace blouse,8,Clothing,Blouse
prod1562#prod106001000075,x Off White bomber jacket,8,Clothing,Jacket
prod1572#prod108001000115,Slim-fit jeans,2,Clothing,Jeans
prod2183#prod501071018202,Graphic sweatshirt,33,Clothing,Sweatshirt
prod1642#prod112001010120,Silk camisole,0,Clothing,Camisole
prod1520#prod100011001110,x Off White hooded jacket,12,Clothing,Jacket
prod2296#prod114061003070,x Off White tracksuit,46,Clothing,Tracksuit
prod1542#prod103031003115,Denim shirt dress,3,Clothing,Dress
prod3215#prod120001005050,Satin blazer,0,Clothing,Blazer
prod1567#prod107001000120,Floral shirt dress,2,Clothing,Dress
prod1529#prod101021002050,Slim-fit trousers,2,Clothing,Trousers
prod1548#prod104001000105,High-top sneakers,3,Shoes,Sneakers
prod1522#prod100031003050,Leather belt,1,Accessories,Belts
prod1539#prod103001000100,Embroidered clutch bag,10,Accessories,Bags
prod2280#prod501101021204,Checked shirt,18,Clothing,Shirt
prod1594#prod115001005060,Leather loafers,0,Shoes,Loafers
prod3161#prod112031058060,Logo-print hoodie,4,Clothing,Hoodie
prod1595#prod115011003060,Logo-print cap,3,Accessories,Caps
prod1521#prod100021002105,Suede ankle boots,0,Shoes,Boots
prod1565#prod106031003095,Embellished clutch bag,11,Accessories,Bags
prod2299#prod114091024120,Embellished shoulder bag,0,Accessories,Bags
prod2293#prod500011014070,Tailored waistcoat,37,Clothing,Waistcoat
prod2304#prod101091003095,Straight-leg trousers,8,Clothing,Trousers
prod2303#prod100111000070,Graphic T-shirt,0,Clothing,T-shirt
prod3176#prod113131067070,Slim-fit jeans,19,Clothing,Jeans
prod3144#prod100161004080,Graphic hoodie,0,Clothing,Hoodie
prod1574#prod108021002050,Logo-print hoodie,2,Clothing,Hoodie
prod1564#prod106021002130,Logo-print scarf,2,Accessories,Scarves
prod2300#prod114101011130,Silk blouse,0,Clothing,Blouse
prod3151#prod102101004115,Logo-print T-shirt,4,Clothing,T-shirt
prod3218#prod121011003100,Studded clutch bag,0,Accessories,Bags
